# Fix print output for fix defprint
0 0.0740349655346303 0.00872758196283912 -0.357550596857569 46.9026796886387 71007.7777141416
-0.000100000000000099 -0.0673880345992755 -0.0393419375851598 -0.419809077891327 46.8979894206698 70944.9482878901
-0.000199999999999895 0.0551859581120597 0.0475137928097929 -0.382858353888378 46.893299152701 71006.2794016604
-0.000299999999999994 -0.022681090171245 -0.0794221187064749 -0.479620054124172 46.8886088847321 70937.9722709874
-0.000400000000000093 0.0537411280233457 0.0743853227612758 -0.42035761786576 46.8839186167632 71003.3800813451
-0.000499999999999889 -0.0814786552593991 -0.0343578012881704 -0.499079684101649 46.8792283487944 70933.5412157914
-0.000599999999999988 0.0730906751909613 0.0313792621003518 -0.443118513500551 46.8745380808255 70984.4531115297
-0.000700000000000087 -0.0352333058855369 -0.0570719329775143 -0.520284850917788 46.8698478128566 70923.5306987923
-0.000799999999999883 0.00756112285601349 0.0799798512349145 -0.491715556812413 46.8651575448878 70980.5989479003
-0.000899999999999982 0.00339092063193589 -0.0611600845022381 -0.533165497842927 46.8604672769189 70929.4387580459
-0.00100000000000008 0.0513813778757081 0.0493726513382768 -0.498943691580136 46.8557770089501 70981.3129705212
-0.00109999999999988 -0.0865874678948517 -0.00266156282533843 -0.547307486568376 46.8510867409812 70926.3683115815
-0.00119999999999998 0.0645698875759166 -0.0107951129376973 -0.521659034931135 46.8463964730123 70963.3186832538
-0.00130000000000007 -0.0260781681384022 -0.0262512057430798 -0.591177942989898 46.8417062050435 70921.8793258687
-0.00139999999999987 -0.0208401832916522 0.0499947073820331 -0.562785580052146 46.8370159370746 70937.4755700818
-0.00149999999999997 0.0258889595959229 -0.0195315171341391 -0.60428383047876 46.8323256691057 70932.7496417636
-0.00160000000000007 0.0267473042800582 -0.00992233519578339 -0.609171251220902 46.8276354011369 70936.5093813375
-0.00169999999999986 -0.019415766696903 0.0784884813084598 -0.598269227635491 46.822945133168 70949.0412043288
-0.00179999999999996 0.000773123273761271 -0.0768482696495383 -0.659923623423087 46.8182548651992 70906.6101053906
-0.00190000000000006 0.082294148289875 0.0312113418944298 -0.614152097027355 46.8135645972303 70950.9972166922
-0.00199999999999986 -0.129074134326515 -0.0243359483943955 -0.703150131478958 46.8088743292614 70867.6024609061
-0.00209999999999996 0.0828663894211785 0.100392109049407 -0.612132154010826 46.8041840612926 70962.4202728221
-0.00220000000000006 -0.0170760619595857 -0.166905534218541 -0.732693090641102 46.7994937933237 70864.6265965423
-0.00229999999999985 0.0253108075520687 0.178651852634347 -0.62271743411212 46.7948035253548 70976.0139611429
-0.00239999999999995 -0.126116395842934 -0.144881184394845 -0.805132868973757 46.790113257386 70838.4025922029
-0.00250000000000005 0.169723098752715 0.1017940397229 -0.645116342381273 46.7854229894171 70982.016354029
-0.00260000000000015 -0.177785838709502 -0.121473554406667 -0.842314984393977 46.7807327214482 70816.4615809998
-0.00269999999999995 0.140031730350462 0.175047031853424 -0.661637779985064 46.7760424534794 70994.3554233606
-0.00280000000000004 -0.0949486079564308 -0.213449916340396 -0.874060668567518 46.7713521855105 70815.9082626266
-0.00290000000000014 0.109487091629146 0.200585888412355 -0.688152329404753 46.7666619175416 70998.5082611602
-0.00299999999999994 -0.13987904062908 -0.170846849399995 -0.877858545805798 46.7619716495728 70796.8757671083
-0.00310000000000004 0.183623083790333 0.148901435681093 -0.709537393070672 46.7572813816039 70986.9485595862
-0.00320000000000014 -0.168186539616861 -0.178755173644544 -0.928464819495499 46.752591113635 70789.9116799821
-0.00329999999999993 0.110513463864943 0.230471363996128 -0.750007623374029 46.7479008456662 70986.9566209908
-0.00340000000000003 -0.141771855981183 -0.209587469635415 -0.977982184919052 46.7432105776973 70787.6833607191
-0.00350000000000013 0.136053945250719 0.166092797574573 -0.783744709850279 46.7385203097285 70975.4695337062
-0.00359999999999993 -0.17763289174451 -0.129694303841763 -0.965822044471987 46.7338300417596 70786.2863933695
-0.00370000000000003 0.162477306595128 0.135679522534151 -0.771281455838613 46.7291397737907 70958.7038459137
-0.00380000000000012 -0.14222510495501 -0.176306914791979 -0.99592456144528 46.7244495058219 70782.626316281
-0.00389999999999992 0.133165743189647 0.157579173439223 -0.830536878289242 46.719759237853 70949.5146404867
