# Fix print output for fix defprint
-5.19266676355528e-16 0.135465927978617 0.135531902602028 -0.271661596751228 656.811863142423 195000586.691682
-0.000100000000000684 -0.0181627757033855 -0.0182640272879281 -0.379320509197142 656.746181956108 194745749.624987
-0.000200000000000675 0.00546097367317199 0.0057670480051031 -0.378469441140892 656.680500769794 194775007.669608
-0.000300000000000666 -0.00419819969129755 -0.0049911773674404 -0.398438553878894 656.61481958348 194750927.405877
-0.000400000000000658 0.000929030988273007 0.00131688175325637 -0.407984598435418 656.549138397166 194751680.238072
-0.000500000000000649 -0.00200338116457745 -0.00170568026913818 -0.423146974088424 656.483457210851 194739302.870819
-0.00060000000000064 -3.88733986782385e-05 0.000194767646955237 -0.435823056157642 656.417776024537 194734842.225356
-0.000700000000000631 -0.000763213545817884 -0.00134630762048442 -0.451008800071332 656.352094838223 194725261.052079
-0.000800000000000623 -0.000416716651576175 9.67703245865597e-05 -0.464335772808573 656.286413651909 194719036.68442
-0.000900000000000614 -0.0002580953016571 -0.001227866897103 -0.478120750786965 656.220732465594 194710414.134019
-0.00100000000000061 -0.000720585971029261 6.49701793052672e-05 -0.491294422342334 656.15505127928 194703067.10753
-0.0011000000000006 -0.000141398919943668 -0.000397396269682261 -0.505004696069914 656.089370092966 194695176.21351
-0.00120000000000059 -0.000728102901297294 -0.000511293717729739 -0.518896953653708 656.023688906652 194687677.64416
-0.00130000000000058 -0.000524135074008025 -0.000603965302419583 -0.532315754033231 655.958007720337 194680213.95606
-0.00140000000000057 -0.000853887241676987 -0.000276966270714842 -0.546106596282658 655.892326534023 194672856.132104
-0.00150000000000056 -0.000539552185237848 -0.000560249553452621 -0.559692220480965 655.826645347709 194664470.693616
-0.00160000000000055 -0.000813447680165037 -0.000789042935688343 -0.57367193075401 655.760964161395 194656483.718449
-0.00170000000000054 -0.000420173641055836 -0.000716136079462714 -0.587286471194479 655.695282975081 194649281.953982
-0.00180000000000054 -0.0001530784634256 -0.000217843954631847 -0.600316218189863 655.629601788766 194642200.863719
-0.00190000000000053 -0.000513836074184114 -0.000205267779697376 -0.614595710183847 655.563920602452 194634914.529221
-0.00200000000000069 -0.000491349012782552 -0.000960792010481431 -0.628607397834628 655.498239416138 194626281.64128
-0.00210000000000068 -0.000671623756256411 -0.000276531327818213 -0.641830264352945 655.432558229823 194618587.960945
-0.00220000000000067 -0.000138082556084118 -0.000578618708191062 -0.65548623222706 655.366877043509 194611232.380685
-0.00230000000000067 -0.000696881616522689 5.94812461681617e-05 -0.669022223720846 655.301195857195 194604132.199951
-0.00240000000000066 7.65375471263156e-05 -0.000839872403126947 -0.683345553746984 655.235514670881 194596427.646221
-0.00250000000000065 -0.000311036006786615 0.000192795790973497 -0.696867221216163 655.169833484567 194588879.179917
-0.00260000000000064 -2.61690379932797e-05 -0.00101340950600171 -0.710376200823653 655.104152298252 194580252.446339
-0.00270000000000063 -0.000582174063886981 0.000358043177408826 -0.723629359567845 655.038471111938 194573823.612781
-0.00280000000000062 -0.000191901598466987 -0.000647412894714909 -0.737585953148966 654.972789925624 194565948.901047
-0.00290000000000061 -0.000108524249251644 0.000153695017394507 -0.751213604122802 654.90710873931 194558908.115637
-0.0030000000000006 -0.000213642532718276 -0.000326279379540445 -0.76513235598071 654.841427552995 194550860.758339
-0.0031000000000006 -0.000708731787511458 0.000171677062245794 -0.778624366427048 654.775746366681 194543114.917578
-0.00320000000000059 -5.61812584365277e-05 -0.000779971598735607 -0.792284987788141 654.710065180367 194535207.291506
-0.00330000000000058 -0.000486925929498825 -1.54773062133605e-05 -0.806034315454206 654.644383994053 194528200.959536
-0.00340000000000057 0.000269749687621876 -0.000216932668632691 -0.819915051581032 654.578702807738 194521199.943421
-0.00350000000000056 -0.000184878995057145 -0.000383541564507364 -0.833584520252852 654.513021621424 194513658.284317
-0.00360000000000055 -0.000161038808620511 -0.00015527331912283 -0.846902127019059 654.44734043511 194505451.25682
-0.00370000000000054 2.54338239936121e-06 -1.36500511783252e-05 -0.860947525521417 654.381659248796 194498150.314754
-0.00380000000000053 7.51967837123432e-05 -0.000391955372560935 -0.874805727927583 654.315978062481 194490601.26436
-0.00390000000000053 -0.000143292882101243 -0.000210165044577059 -0.888628187950508 654.250296876167 194482865.401404
-0.00400000000000052 -0.000202740192478731 -2.37849634480836e-05 -0.902141184016046 654.184615689853 194476026.767396
-0.00410000000000068 1.05148896979066e-05 -0.00030215366643172 -0.915003890660872 654.118934503539 194468316.113215
-0.00420000000000067 -0.000384858820772982 -0.00063135730037838 -0.928751350499498 654.053253317224 194460691.118126
-0.00430000000000066 -0.000421610275924866 0.000133104634502431 -0.942531280163354 653.98757213091 194453132.12554
-0.00440000000000066 -0.000210418176375576 -0.000213215391088804 -0.956991781649312 653.921890944596 194445538.807788
-0.00450000000000065 -9.47788300096696e-05 -0.000568223313756516 -0.970927223904356 653.856209758282 194438368.370826
-0.00460000000000064 -0.000369683654584351 0.000202108665920662 -0.984026746230114 653.790528571967 194431198.02117
-0.00470000000000063 0.000159513850626401 -0.00104479016680132 -0.99784793085466 653.724847385653 194423710.061195
-0.00480000000000062 -0.000574780149636655 6.92253551746879e-05 -1.01136874246682 653.659166199339 194415323.013307
