# strain(%) HCP(%) FCC(%) BCC(%) Other(%)
15.450000 98.430787 0.000000 0.000000 1.569213
15.500000 97.426968 0.000000 0.000000 2.573032
15.550000 95.519560 0.000926 0.000000 4.479514
15.600000 91.747801 0.005208 0.001042 8.245949
15.650000 85.795139 0.014120 0.012847 14.177894
15.700000 78.252431 0.067824 0.105903 21.573843
15.750000 71.234259 0.206019 0.432407 28.127315
15.800000 65.976852 0.507870 1.100694 32.414583
15.850000 62.993171 0.960417 1.942824 34.103588
15.900000 61.814352 1.417708 2.686690 34.081250
15.950000 61.670139 1.800810 3.206250 33.322801
16.000000 61.974190 2.072338 3.479282 32.474190
16.050000 62.297222 2.244676 3.636574 31.821528
16.100000 62.827083 2.403704 3.742361 31.026852
16.150000 63.291435 2.485069 3.768519 30.454977
16.200000 63.683333 2.541088 3.820602 29.954977
16.250000 64.043171 2.644213 3.853009 29.459606
16.300000 64.394792 2.682639 3.848264 29.074306
16.350000 64.748843 2.730324 3.821991 28.698843
16.400000 65.041204 2.772338 3.828241 28.358218
16.450000 65.300694 2.801736 3.867361 28.030208
16.500000 65.581481 2.835995 3.837500 27.745023
16.550000 65.848843 2.855093 3.834375 27.461690
16.600000 66.070486 2.862500 3.831944 27.235069
16.650000 66.203125 2.912384 3.847569 27.036921
16.700000 66.443866 2.943981 3.823843 26.788310
16.750000 66.674421 2.948264 3.761458 26.615856
16.800000 66.882870 2.971644 3.738426 26.407060
16.850000 67.043403 2.945023 3.780324 26.231250
16.900000 67.198032 2.974306 3.788426 26.039236
16.950000 67.402315 2.991551 3.773611 25.832523
17.000000 67.560301 3.019676 3.761343 25.658681
17.050000 67.693866 2.987500 3.725000 25.593634
17.100000 67.895718 3.023495 3.725579 25.355208
17.150000 68.037500 3.039699 3.672222 25.250579
17.200000 68.173380 3.035185 3.701620 25.089815
17.250000 68.334259 3.028588 3.671875 24.965278
17.300000 68.459954 3.028356 3.664120 24.847569
17.350000 68.575579 3.053356 3.681597 24.689468
17.400000 68.734491 3.025231 3.661227 24.579051
17.450000 68.810532 3.050347 3.666435 24.472685
17.500000 68.933218 3.051157 3.647685 24.367940
17.550000 69.048148 3.061921 3.660880 24.229051
17.600000 69.136227 3.065509 3.639005 24.159259
17.650000 69.304398 3.066551 3.642361 23.986690
17.700000 69.395255 3.049769 3.644907 23.910069
17.750000 69.482986 3.075810 3.643981 23.797222
17.800000 69.611574 3.059838 3.597222 23.731366
17.850000 69.702894 3.092940 3.607639 23.596528
17.900000 69.775579 3.091319 3.608333 23.524769
17.950000 69.865972 3.090046 3.612847 23.431134
18.000000 69.925231 3.094097 3.610648 23.370023
18.050000 69.997569 3.097685 3.592940 23.311806
18.100000 70.119560 3.078241 3.587037 23.215162
18.150000 70.217824 3.077894 3.592245 23.112037
18.200000 70.277778 3.083102 3.575231 23.063889
18.250000 70.393056 3.085069 3.570833 22.951042
18.300000 70.486227 3.098843 3.557755 22.857176
18.350000 70.593519 3.066551 3.545833 22.794097
18.400000 70.697338 3.071412 3.539583 22.691667
18.450000 70.798727 3.043519 3.554051 22.603704
18.500000 70.950463 3.041435 3.500347 22.507755
18.550000 70.994676 3.035648 3.539931 22.429745
18.600000 71.093171 3.060764 3.509028 22.337037
18.650000 71.175463 3.031250 3.528356 22.264931
18.700000 71.261806 3.042361 3.500926 22.194907
18.750000 71.383681 3.043634 3.449653 22.123032
18.800000 71.478935 3.047917 3.466319 22.006829
18.850000 71.615278 3.033681 3.448611 21.902431
18.900000 71.698958 3.057523 3.444444 21.799074
18.950000 71.828704 3.050116 3.398495 21.722685
19.000000 71.946644 3.050463 3.376157 21.626736
19.050000 72.021181 3.077662 3.402199 21.498958
19.100000 72.081481 3.037500 3.398148 21.482870
19.150000 72.189005 3.068634 3.365278 21.377083
19.200000 72.242130 3.062153 3.356829 21.338889
19.250000 72.292477 3.039931 3.356366 21.311227
19.300000 72.381829 3.023264 3.334838 21.260069
19.350000 72.435648 3.042245 3.367824 21.154282
19.400000 72.541551 3.054861 3.318287 21.085301
19.450000 72.616088 3.061458 3.332755 20.989699
19.500000 72.693171 3.043287 3.345486 20.918056
19.550000 72.769213 3.043750 3.294560 20.892477
19.600000 72.909722 3.038079 3.277083 20.775116
19.650000 72.999074 3.042130 3.290162 20.668634
19.700000 73.095718 2.994560 3.294792 20.614931
19.750000 73.178472 3.021296 3.263079 20.537153
19.800000 73.229051 3.004977 3.247338 20.518634
19.850000 73.303009 3.022222 3.244907 20.429861
19.900000 73.358218 3.015856 3.231713 20.394213
19.950000 73.370370 3.002199 3.229861 20.397569
20.000000 73.414699 2.997338 3.220486 20.367477
20.500000 74.019792 2.971528 3.096644 19.912037
21.000000 74.663773 2.952083 2.972106 19.412037
21.500000 75.043634 2.884722 2.877778 19.193866
22.000000 75.394676 2.907523 2.789699 18.908102
22.500000 75.681366 2.944097 2.767014 18.607523
23.000000 75.867014 2.938194 2.726273 18.468519
23.500000 75.926968 3.030671 2.725926 18.316435
24.000000 75.962731 3.069329 2.747222 18.220718
24.500000 76.084144 3.089236 2.797338 18.029282
25.000000 76.146065 3.131829 2.813889 17.908218
25.500000 76.277431 3.152083 2.733218 17.837269
26.000000 76.352083 3.231134 2.749653 17.667130
26.500000 76.265625 3.227778 2.806597 17.700000
27.000000 76.167708 3.248148 2.794444 17.789699
27.500000 76.217824 3.322917 2.816088 17.643171
28.000000 76.382176 3.295139 2.747917 17.574769
28.500000 76.484954 3.270602 2.687269 17.557176
29.000000 76.669329 3.151273 2.686458 17.492940
29.500000 76.524306 3.128009 2.686921 17.660764
30.000000 76.376505 3.220139 2.699190 17.704167
30.500000 76.343634 3.278819 2.750694 17.626852
31.000000 76.440509 3.233333 2.785995 17.540162
31.500000 76.365741 3.317708 2.771412 17.545139
32.000000 76.234954 3.355787 2.741551 17.667708
32.500000 76.135880 3.392708 2.759954 17.711458
33.000000 76.097338 3.364699 2.748264 17.789699
33.500000 75.869792 3.360995 2.851620 17.917593
34.000000 75.759028 3.388310 2.868056 17.984606
34.500000 75.897917 3.347685 2.826042 17.928356
35.000000 75.901042 3.413194 2.834722 17.851042
35.500000 75.830556 3.400116 2.792245 17.977083
36.000000 75.949421 3.396991 2.853009 17.800579
36.500000 75.935995 3.397917 2.865856 17.800231
37.000000 75.955671 3.436574 2.859491 17.748264
37.500000 75.869907 3.419213 2.815278 17.895602
38.000000 75.819329 3.411343 2.782176 17.987153
38.500000 75.866898 3.400810 2.783449 17.948843
39.000000 75.892130 3.463657 2.808912 17.835301
39.500000 75.761343 3.506481 2.808218 17.923958
40.000000 75.687847 3.524306 2.812731 17.975116
