# strain(%) 1_3(1-100)_density(m^-2) 1_3(1-210)_density(m^-2) 1_3(1-213)_density(m^-2) other_density(m^-2) total_density(m^-2)
0.000000 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.000000 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
10.000000 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
15.000000 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
20.000000 1.301563e+17 0.000000e+00 0.000000e+00 0.000000e+00 1.301563e+17
25.000000 7.863308e+16 0.000000e+00 0.000000e+00 2.887787e+17 3.674118e+17
30.000000 1.051232e+17 0.000000e+00 0.000000e+00 0.000000e+00 1.051232e+17
35.000000 1.655137e+17 0.000000e+00 0.000000e+00 0.000000e+00 1.655137e+17
40.000000 2.352282e+17 0.000000e+00 0.000000e+00 3.120606e+16 2.664343e+17
