# strain(%) 1_3(1-100)_density(m^-2) 1_3(1-210)_density(m^-2) 1_3(1-213)_density(m^-2) other_density(m^-2) total_density(m^-2)
17.100000 2.937376e+16 6.553152e+15 8.783335e+14 6.175614e+16 9.856139e+16
17.150000 3.348209e+16 8.157247e+15 1.446290e+15 4.544283e+16 8.852846e+16
17.200000 3.592629e+16 8.550207e+15 8.268048e+14 4.777373e+16 9.307703e+16
17.250000 3.482558e+16 7.282751e+15 8.035598e+14 4.687530e+16 8.978719e+16
17.300000 3.687856e+16 6.889832e+15 4.259710e+14 4.705215e+16 9.124651e+16
17.350000 3.451376e+16 7.812157e+15 4.968853e+14 6.126584e+16 1.040886e+17
17.400000 2.694730e+16 7.139130e+15 7.819786e+14 5.561003e+16 9.047843e+16
17.450000 3.057461e+16 7.662429e+15 9.814241e+14 4.523720e+16 8.445566e+16
17.500000 3.440289e+16 7.412240e+15 0.000000e+00 4.717817e+16 8.899330e+16
17.550000 3.629089e+16 7.825862e+15 1.932159e+15 5.068918e+16 9.673810e+16
17.600000 3.237481e+16 8.090692e+15 1.196315e+15 4.910789e+16 9.076971e+16
17.650000 4.260654e+16 7.760731e+15 1.218626e+15 6.614318e+16 1.177291e+17
17.700000 3.734038e+16 8.518359e+15 9.643896e+14 4.893050e+16 9.575363e+16
17.750000 3.665825e+16 7.006990e+15 8.358172e+14 5.129086e+16 9.579192e+16
17.800000 4.230547e+16 9.149344e+15 1.188616e+15 6.068751e+16 1.133309e+17
17.850000 4.227246e+16 9.548187e+15 1.851343e+15 5.399625e+16 1.076682e+17
17.900000 3.608789e+16 9.801300e+15 6.728824e+14 5.675620e+16 1.033183e+17
17.950000 4.761451e+16 9.318210e+15 8.896547e+14 5.966956e+16 1.174919e+17
18.000000 4.188375e+16 9.030943e+15 7.850785e+14 5.636881e+16 1.080686e+17
18.050000 4.483356e+16 7.015911e+15 3.867249e+14 5.430391e+16 1.065401e+17
18.100000 4.384940e+16 9.421105e+15 4.229557e+14 6.444076e+16 1.181342e+17
18.150000 3.762934e+16 8.232663e+15 3.943053e+14 6.224836e+16 1.085047e+17
18.200000 3.904456e+16 8.213127e+15 3.649961e+14 5.453657e+16 1.021593e+17
18.250000 4.723932e+16 8.881762e+15 1.285722e+15 5.505173e+16 1.124585e+17
18.300000 3.912551e+16 8.915274e+15 4.385977e+14 5.172900e+16 1.002084e+17
18.350000 4.399129e+16 9.312550e+15 5.080708e+14 6.637961e+16 1.201915e+17
18.400000 4.146426e+16 9.483777e+15 4.532005e+14 7.262279e+16 1.240240e+17
18.450000 4.536146e+16 9.092295e+15 1.111375e+15 6.618982e+16 1.217550e+17
18.500000 4.407501e+16 8.496153e+15 5.933539e+14 5.726635e+16 1.104309e+17
18.550000 4.172569e+16 9.333274e+15 6.114223e+14 5.333508e+16 1.050055e+17
18.600000 3.804000e+16 8.892867e+15 6.688786e+14 5.307997e+16 1.006817e+17
18.650000 3.246747e+16 9.729838e+15 6.972973e+14 5.977734e+16 1.026719e+17
18.700000 3.393690e+16 9.263168e+15 0.000000e+00 6.115569e+16 1.043558e+17
18.750000 3.664352e+16 1.147107e+16 7.132733e+14 6.028159e+16 1.091095e+17
18.800000 3.257875e+16 1.122316e+16 0.000000e+00 6.294511e+16 1.067470e+17
18.850000 3.364000e+16 1.174137e+16 0.000000e+00 6.954331e+16 1.149247e+17
18.900000 4.824297e+16 1.016624e+16 0.000000e+00 6.606721e+16 1.244764e+17
18.950000 4.156681e+16 9.898534e+15 1.902663e+14 6.088065e+16 1.125363e+17
19.000000 4.303577e+16 1.112094e+16 4.499201e+14 6.453525e+16 1.191419e+17
19.050000 3.985511e+16 9.238853e+15 0.000000e+00 5.585980e+16 1.049538e+17
19.100000 3.648238e+16 1.053941e+16 0.000000e+00 5.190395e+16 9.892574e+16
19.150000 3.717214e+16 9.122369e+15 0.000000e+00 5.308804e+16 9.938255e+16
19.200000 4.437311e+16 1.006466e+16 0.000000e+00 6.223493e+16 1.166727e+17
19.250000 5.002231e+16 1.099659e+16 0.000000e+00 7.360995e+16 1.346288e+17
19.300000 3.836274e+16 9.837653e+15 0.000000e+00 6.931209e+16 1.175125e+17
19.350000 4.501690e+16 1.135573e+16 0.000000e+00 6.393045e+16 1.203031e+17
19.400000 3.650000e+16 8.434994e+15 0.000000e+00 6.609919e+16 1.110342e+17
19.450000 3.509465e+16 1.091881e+16 0.000000e+00 5.596834e+16 1.019818e+17
19.500000 3.608408e+16 9.122670e+15 0.000000e+00 6.341510e+16 1.086218e+17
19.550000 2.785481e+16 1.131114e+16 3.603237e+14 5.425536e+16 9.378163e+16
19.600000 4.047679e+16 1.332425e+16 2.377367e+14 6.095967e+16 1.149984e+17
19.650000 4.529136e+16 9.213067e+15 2.828653e+14 6.800210e+16 1.227894e+17
19.700000 4.128117e+16 1.073935e+16 0.000000e+00 6.805997e+16 1.200805e+17
19.750000 3.655780e+16 1.081256e+16 0.000000e+00 7.463997e+16 1.220103e+17
19.800000 3.038549e+16 1.180040e+16 0.000000e+00 6.237970e+16 1.045656e+17
19.850000 3.700201e+16 1.049423e+16 0.000000e+00 6.760718e+16 1.151034e+17
19.900000 3.252887e+16 1.224187e+16 0.000000e+00 7.569037e+16 1.204611e+17
19.950000 3.556400e+16 1.312322e+16 0.000000e+00 7.900658e+16 1.276938e+17
20.000000 3.456522e+16 1.219489e+16 0.000000e+00 5.954898e+16 1.063091e+17
25.000000 6.256703e+16 2.972788e+16 9.065633e+14 9.260203e+16 1.858035e+17
30.000000 7.003470e+16 1.681553e+16 0.000000e+00 8.501159e+16 1.718618e+17
35.000000 7.013827e+16 1.972516e+16 0.000000e+00 1.035491e+17 1.934126e+17
40.000000 8.853648e+16 3.278444e+16 1.985897e+15 1.166702e+17 2.399771e+17
